source_group,source_root,source_session,target_plan_csv,supervised_samples_csv,target_plan_rows_total,supervised_rows_total,target_feature_SYNRAW_rows,clean_rows_added,rejected_rows_total,rejected_by_reason,excluded_target_ids_by_reason,quality_flags_required,min_tracker_valid_ratio,synthetic_label,frame_alignment
2link_test-260525-1,data/2link_test-260525-1,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,data/2link_test-260525-1/synthetic_only_target_plan_5000.csv,data/2link_test-260525-1/synthetic_only_supervised_samples_5000.csv,5000,5000,5000,5000,0,{},{},synthetic_nonlinear_interp,0.99,True,"{""fit_rows"": 5000, ""rotation_matrix"": [[-0.39393933034894985, 0.6086825339601905, 0.6887070326750139], [-0.8544589343881192, 0.033585519696840746, -0.5184321964452181], [-0.33869120663008134, -0.7927027095440602, 0.5068635722094892]], ""translation_mm"": [53.12460423955176, 488.72250720266356, 60.87807216192084], ""source_centroid_mm"": [434.2778962195686, -260.51028783459395, 205.76714324411725], ""target_centroid_mm"": [-134.80932285872453, 2.224193338972824, 224.59504777718246], ""determinant"": 0.9999999999999998, ""reflection_corrected"": false, ""singular_values"": [48392738.873548396, 45783559.99500427, 10460768.868262084], ""rmse_3d_mm"": 51.46633809103575, ""axis_rmse_mm"": {""x"": 21.78589208420886, ""y"": 27.713244202682358, ""z"": 37.49846608007447}, ""residual_norm_mm"": {""min"": 2.0671478675427384, ""mean"": 46.72633831033934, ""median"": 44.40629923928617, ""max"": 109.90705113659769}}"
