model_name,seeds,mean_3d_error_mm,mean_3d_error_mm_std,median_3d_error_mm,median_3d_error_mm_std,p90_3d_error_mm,p90_3d_error_mm_std,p95_3d_error_mm,p95_3d_error_mm_std,max_3d_error_mm,max_3d_error_mm_std,pass_2mm_rate,pass_2mm_rate_std,pass_2p5mm_rate,pass_2p5mm_rate_std
ridge,20,18.8246228484911,0.49543267166016486,14.033820057241092,0.6365074397155849,39.63478074373876,1.157216444347645,47.06430809585837,1.582092584045096,82.98292885337744,7.713410963416337,0.004266666666666636,0.0011925695879998934,0.00919999999999997,0.002800167079392694
rbf_krr,20,1.1148587000104913,0.032145927841355455,0.8793436585295653,0.02459768782804326,2.036553602593556,0.0850216315515615,2.657538996076611,0.15909516489604922,7.8021688263500835,1.50176065732008,0.8954000000000001,0.011325900555444265,0.9409999999999998,0.009175354734446195
density_aware_local_krr,50,0.7100792332664791,0.02141824862387768,0.5193152366702538,0.013633369064557614,1.3572793839789297,0.06485951087482335,1.8215466201838644,0.12405374989964947,7.60524970051167,1.6446898723333863,0.96,0.006904597699196912,0.9757600000000002,0.005629143472663266
