split_mode,model_name,split,mean_3d_error_mm_mean,mean_3d_error_mm_std,mean_3d_error_mm_min,mean_3d_error_mm_max,median_3d_error_mm_mean,median_3d_error_mm_std,median_3d_error_mm_min,median_3d_error_mm_max,p90_3d_error_mm_mean,p90_3d_error_mm_std,p90_3d_error_mm_min,p90_3d_error_mm_max,p95_3d_error_mm_mean,p95_3d_error_mm_std,p95_3d_error_mm_min,p95_3d_error_mm_max,max_3d_error_mm_mean,max_3d_error_mm_std,max_3d_error_mm_min,max_3d_error_mm_max,pass_2mm_rate_mean,pass_2mm_rate_std,pass_2mm_rate_min,pass_2mm_rate_max,pass_2p5mm_rate_mean,pass_2p5mm_rate_std,pass_2p5mm_rate_min,pass_2p5mm_rate_max
v1000_only_random,cuda_density_aware_local_krr,test,2.0134719353150548,0.16276925756259952,1.6304162211024353,2.5174859126764884,1.5655620700240687,0.16399493015778951,1.238906876742152,1.9677324087333985,3.9056175230380834,0.433044313113903,2.9320906572548044,4.831765029554752,5.000307254840957,0.7045114666884041,3.286674064406279,6.4403730655519835,9.339024991612837,3.9678140244731126,5.6314148266772674,27.15648170093122,0.6268181818181818,0.04850392906867098,0.5113636363636364,0.7159090909090909,0.7379545454545454,0.03654653101175385,0.6590909090909091,0.8295454545454546
v1000_only_random,cuda_density_aware_local_krr,train,1.2760380089901044,0.07330481735676157,1.162860256127192,1.4643589373312615,1.0264451947144728,0.06225302110469127,0.9321928465449081,1.1779316641247806,2.5195351994191197,0.15208086534841705,2.285641756180466,2.986455116044193,3.1227108057937114,0.21743351468171374,2.7386648996591276,3.622939405739588,5.859208145034392,0.7238806511998263,4.5569416651336905,7.325371733599705,0.8283823529411766,0.0229521547319036,0.7745098039215687,0.8578431372549019,0.897892156862745,0.01770621947239928,0.8504901960784313,0.928921568627451
v1000_only_random,cuda_density_aware_local_krr,valid,1.9500440145757187,0.15847911250628685,1.6369583058429493,2.273866311429328,1.5457774588412567,0.12860332872421942,1.2907683683335425,1.9289006180370518,3.7569911689498956,0.5385605972482334,2.801784552599258,5.222272764767745,4.813050251163745,0.605084281291561,3.497434220479206,6.1285224316145355,8.43000267997992,2.206119923041807,5.025524829942136,14.026846800292699,0.6447727272727274,0.04798224586623004,0.5454545454545454,0.7613636363636364,0.755,0.04705888553764533,0.6590909090909091,0.8522727272727273
