split_mode,seed,model_name,split,rows,selected_base_combo,correction_method,selected_k,selected_bandwidth_scale,selected_amount,device_used,cuda_device_name,mean_3d_error_mm,median_3d_error_mm,p90_3d_error_mm,p95_3d_error_mm,max_3d_error_mm,pass_2mm_rate,pass_2p5mm_rate
v1000_only_random,21,cuda_density_aware_local_krr,test,88,target3_delta05_a3e-4_g0p03+trig_x2_a1e-4_g0p03+target05_trig2_a3e-4_g0p05+target_x2_a1e-3_g0p15,adaptive_residual,5,0.5,0.75,cuda,NVIDIA GeForce RTX 2070 SUPER,1.6304162211024353,1.4551363899934584,2.9320906572548044,3.286674064406279,5.6314148266772674,0.6931818181818182,0.8181818181818182
v1000_only_random,22,cuda_density_aware_local_krr,train,408,target3_delta05_a1e-4_g0p03+trig_x2_a3e-4_g0p05+trig_x2_a1e-4_g0p03+target_x2_a1e-4_g0p07,adaptive_residual,5,0.75,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.2653544732228637,0.9898831436076445,2.5112146014445016,3.045646347236177,7.012529207607515,0.8406862745098039,0.8970588235294118
v1000_only_random,22,cuda_density_aware_local_krr,valid,88,target3_delta05_a1e-4_g0p03+trig_x2_a3e-4_g0p05+trig_x2_a1e-4_g0p03+target_x2_a1e-4_g0p07,adaptive_residual,5,0.75,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.881134921652518,1.552323074975663,3.3598087625586563,5.0496712152025065,6.589699594652821,0.6363636363636364,0.75
v1000_only_random,22,cuda_density_aware_local_krr,test,88,target3_delta05_a1e-4_g0p03+trig_x2_a3e-4_g0p05+trig_x2_a1e-4_g0p03+target_x2_a1e-4_g0p07,adaptive_residual,5,0.75,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.8919784483246553,1.486917781569773,3.831783655937397,4.3755693407261695,10.24754893719803,0.6818181818181818,0.75
v1000_only_random,23,cuda_density_aware_local_krr,train,408,target3_delta05_a3e-4_g0p03+trig_x2_a1e-4_g0p03,adaptive_residual,5,0.5,0.75,cuda,NVIDIA GeForce RTX 2070 SUPER,1.4425311040559055,1.1505855862015428,2.7556931292514366,3.5294733438710195,5.5459402297505,0.7794117647058824,0.8799019607843137
v1000_only_random,23,cuda_density_aware_local_krr,valid,88,target3_delta05_a3e-4_g0p03+trig_x2_a1e-4_g0p03,adaptive_residual,5,0.5,0.75,cuda,NVIDIA GeForce RTX 2070 SUPER,1.8267898178502426,1.4025549660090608,3.345293761997447,4.040526937602989,8.88715461271534,0.6590909090909091,0.7840909090909091
v1000_only_random,23,cuda_density_aware_local_krr,test,88,target3_delta05_a3e-4_g0p03+trig_x2_a1e-4_g0p03,adaptive_residual,5,0.5,0.75,cuda,NVIDIA GeForce RTX 2070 SUPER,2.022815990566194,1.6697237722272842,3.938156738598229,4.733279714870379,7.556199938597004,0.5795454545454546,0.7272727272727273
v1000_only_random,24,cuda_density_aware_local_krr,train,408,target3_delta05_a1e-4_g0p03+target3_delta05_a3e-4_g0p03+target_x3_a1e-4_g0p03+trig_x2_a3e-4_g0p05+trig_x2_a1e-4_g0p03,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.3436771406124988,1.0767382865980468,2.7544975943160135,3.309136060865904,6.484765588340894,0.8088235294117647,0.8774509803921569
v1000_only_random,24,cuda_density_aware_local_krr,valid,88,target3_delta05_a1e-4_g0p03+target3_delta05_a3e-4_g0p03+target_x3_a1e-4_g0p03+trig_x2_a3e-4_g0p05+trig_x2_a1e-4_g0p03,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.9971859208692821,1.553878015897535,4.127256220389094,4.728438767760015,7.8167952634848135,0.6590909090909091,0.7386363636363636
v1000_only_random,24,cuda_density_aware_local_krr,test,88,target3_delta05_a1e-4_g0p03+target3_delta05_a3e-4_g0p03+target_x3_a1e-4_g0p03+trig_x2_a3e-4_g0p05+trig_x2_a1e-4_g0p03,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.983352422002052,1.5165713228812723,3.6912797774743575,5.418719157189148,9.136694428701826,0.6477272727272727,0.75
v1000_only_random,25,cuda_density_aware_local_krr,train,408,target3_delta05_a1e-4_g0p03+target_x3_a1e-4_g0p03+trig_x2_a1e-4_g0p03,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.3196464315195828,1.0537054853739098,2.4508148952563045,3.57338574930548,6.691374785493946,0.8333333333333334,0.9019607843137255
v1000_only_random,25,cuda_density_aware_local_krr,valid,88,target3_delta05_a1e-4_g0p03+target_x3_a1e-4_g0p03+trig_x2_a1e-4_g0p03,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.9475510953425192,1.5049157106045896,3.293678658979891,5.218831383857905,10.878154223470439,0.6704545454545454,0.7613636363636364
v1000_only_random,25,cuda_density_aware_local_krr,test,88,target3_delta05_a1e-4_g0p03+target_x3_a1e-4_g0p03+trig_x2_a1e-4_g0p03,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,2.0900125716157416,1.6880481213328116,3.770031545161357,5.083842771395736,8.758321506358838,0.625,0.7272727272727273
v1000_only_random,26,cuda_density_aware_local_krr,train,408,target3_delta05_a1e-4_g0p03+target3_delta05_a3e-4_g0p03+target05_trig2_a3e-4_g0p05,adaptive_residual,5,0.5,0.75,cuda,NVIDIA GeForce RTX 2070 SUPER,1.3378094656702428,1.0500917909966991,2.5859278120074385,3.0825918038547773,6.0448322347900065,0.7965686274509803,0.8823529411764706
v1000_only_random,26,cuda_density_aware_local_krr,valid,88,target3_delta05_a1e-4_g0p03+target3_delta05_a3e-4_g0p03+target05_trig2_a3e-4_g0p05,adaptive_residual,5,0.5,0.75,cuda,NVIDIA GeForce RTX 2070 SUPER,2.065537992035944,1.7064759060746213,3.7838073407148642,4.608850771434486,11.872281224043713,0.6136363636363636,0.7386363636363636
v1000_only_random,26,cuda_density_aware_local_krr,test,88,target3_delta05_a1e-4_g0p03+target3_delta05_a3e-4_g0p03+target05_trig2_a3e-4_g0p05,adaptive_residual,5,0.5,0.75,cuda,NVIDIA GeForce RTX 2070 SUPER,2.0225167963855,1.5630017514854662,3.9920048074916066,4.880848631085889,7.545885054046835,0.6022727272727273,0.75
v1000_only_random,27,cuda_density_aware_local_krr,train,408,target3_delta05_a1e-4_g0p03+target_x3_a1e-4_g0p03+trig_x2_a3e-4_g0p05+trig_x2_a1e-4_g0p03+target_x2_a1e-4_g0p07,adaptive_residual,5,0.5,0.5,cuda,NVIDIA GeForce RTX 2070 SUPER,1.2491743822967771,0.9705371626025456,2.568684010094379,3.211409484747041,6.229182995980227,0.8406862745098039,0.8897058823529411
v1000_only_random,27,cuda_density_aware_local_krr,valid,88,target3_delta05_a1e-4_g0p03+target_x3_a1e-4_g0p03+trig_x2_a3e-4_g0p05+trig_x2_a1e-4_g0p03+target_x2_a1e-4_g0p07,adaptive_residual,5,0.5,0.5,cuda,NVIDIA GeForce RTX 2070 SUPER,1.7127576071090436,1.5575556168841729,3.0372165276661534,4.1214917359794185,5.025524829942136,0.625,0.8068181818181818
v1000_only_random,27,cuda_density_aware_local_krr,test,88,target3_delta05_a1e-4_g0p03+target_x3_a1e-4_g0p03+trig_x2_a3e-4_g0p05+trig_x2_a1e-4_g0p03+target_x2_a1e-4_g0p07,adaptive_residual,5,0.5,0.5,cuda,NVIDIA GeForce RTX 2070 SUPER,2.1033159875038447,1.8707775062854344,3.801637116919909,5.01543688455265,6.401217994287637,0.5227272727272727,0.7045454545454546
v1000_only_random,28,cuda_density_aware_local_krr,train,408,target3_delta05_a1e-4_g0p03,adaptive_residual,5,0.5,0.75,cuda,NVIDIA GeForce RTX 2070 SUPER,1.3655050541770688,1.1410074930618401,2.479662102842532,3.131781721527195,5.187615373766624,0.8137254901960784,0.9068627450980392
v1000_only_random,28,cuda_density_aware_local_krr,valid,88,target3_delta05_a1e-4_g0p03,adaptive_residual,5,0.5,0.75,cuda,NVIDIA GeForce RTX 2070 SUPER,1.7488380039003966,1.4502653379941566,3.197194051599762,4.137622067460443,5.691106620297543,0.6931818181818182,0.7954545454545454
v1000_only_random,28,cuda_density_aware_local_krr,test,88,target3_delta05_a1e-4_g0p03,adaptive_residual,5,0.5,0.75,cuda,NVIDIA GeForce RTX 2070 SUPER,1.9647591925411156,1.675393248051856,3.4481576031563694,4.3001878794309265,7.153272355882935,0.5795454545454546,0.75
v1000_only_random,29,cuda_density_aware_local_krr,train,408,target3_delta05_a1e-4_g0p03+target3_delta05_a3e-4_g0p03+trig_x2_a1e-4_g0p03+target_x2_a1e-3_g0p15,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.245286464885351,1.0014955316258964,2.5230544889071047,3.139741713333114,6.207632987039255,0.8529411764705882,0.8970588235294118
v1000_only_random,29,cuda_density_aware_local_krr,valid,88,target3_delta05_a1e-4_g0p03+target3_delta05_a3e-4_g0p03+trig_x2_a1e-4_g0p03+target_x2_a1e-3_g0p15,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,2.1707758973896496,1.6025631444310404,4.208353904747991,5.768906737123953,8.385662475134485,0.5454545454545454,0.7272727272727273
v1000_only_random,29,cuda_density_aware_local_krr,test,88,target3_delta05_a1e-4_g0p03+target3_delta05_a3e-4_g0p03+trig_x2_a1e-4_g0p03+target_x2_a1e-3_g0p15,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.9007702463879077,1.3943487410227267,3.758626118220527,4.5227931804108605,11.501585295289255,0.6704545454545454,0.7727272727272727
v1000_only_random,30,cuda_density_aware_local_krr,train,408,target3_delta05_a1e-4_g0p03,adaptive_residual,5,0.5,0.75,cuda,NVIDIA GeForce RTX 2070 SUPER,1.2996874775824077,1.1189814322704001,2.4469272280939394,2.945870612026934,5.198978224592466,0.8406862745098039,0.9093137254901961
v1000_only_random,30,cuda_density_aware_local_krr,valid,88,target3_delta05_a1e-4_g0p03,adaptive_residual,5,0.5,0.75,cuda,NVIDIA GeForce RTX 2070 SUPER,2.231630178289942,1.6637319847605445,5.055514619372549,5.629244534380313,9.195513094089076,0.5568181818181818,0.6590909090909091
v1000_only_random,30,cuda_density_aware_local_krr,test,88,target3_delta05_a1e-4_g0p03,adaptive_residual,5,0.5,0.75,cuda,NVIDIA GeForce RTX 2070 SUPER,1.8912808380436013,1.50279125672755,3.6780575988416033,4.403809450261083,8.825376646481045,0.6477272727272727,0.7386363636363636
v1000_only_random,31,cuda_density_aware_local_krr,train,408,target3_delta05_a1e-4_g0p03+trig_x2_a1e-4_g0p03+target_x2_a1e-4_g0p07,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.2743629095392652,0.9930557730479548,2.5821064156057503,3.405571201889666,6.434944852883049,0.8357843137254902,0.8946078431372549
v1000_only_random,31,cuda_density_aware_local_krr,valid,88,target3_delta05_a1e-4_g0p03+trig_x2_a1e-4_g0p03+target_x2_a1e-4_g0p07,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,2.0195597506120078,1.5426714704395277,4.072562946406577,4.888111512376839,12.329285965960231,0.6704545454545454,0.7613636363636364
v1000_only_random,31,cuda_density_aware_local_krr,test,88,target3_delta05_a1e-4_g0p03+trig_x2_a1e-4_g0p03+target_x2_a1e-4_g0p07,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,2.2071624924347835,1.6086011044108552,3.8393418529513967,6.4403730655519835,20.2656902930249,0.625,0.7159090909090909
v1000_only_random,32,cuda_density_aware_local_krr,train,408,target3_delta05_a1e-4_g0p03+target_x2_a1e-4_g0p07,adaptive_residual,5,0.5,0.75,cuda,NVIDIA GeForce RTX 2070 SUPER,1.2579698075654462,1.000967200163454,2.4991972497229296,3.2172839989417397,5.44361286520825,0.8406862745098039,0.8995098039215687
v1000_only_random,32,cuda_density_aware_local_krr,valid,88,target3_delta05_a1e-4_g0p03+target_x2_a1e-4_g0p07,adaptive_residual,5,0.5,0.75,cuda,NVIDIA GeForce RTX 2070 SUPER,1.99551933758453,1.5645865461708786,3.7811240529380976,4.799951108493799,12.423085892459406,0.6477272727272727,0.7045454545454546
v1000_only_random,32,cuda_density_aware_local_krr,test,88,target3_delta05_a1e-4_g0p03+target_x2_a1e-4_g0p07,adaptive_residual,5,0.5,0.75,cuda,NVIDIA GeForce RTX 2070 SUPER,2.2104922429229816,1.4289575031313098,4.37419131897604,5.839635923585051,19.26172346948635,0.6022727272727273,0.7045454545454546
v1000_only_random,33,cuda_density_aware_local_krr,train,408,target3_delta05_a1e-4_g0p03+target_x3_a1e-4_g0p03+trig_x2_a1e-4_g0p03,adaptive_residual,5,0.5,0.75,cuda,NVIDIA GeForce RTX 2070 SUPER,1.2190181443939805,0.953662517847734,2.5183527483160715,2.9077586489670986,5.946437536992214,0.8455882352941176,0.8946078431372549
v1000_only_random,33,cuda_density_aware_local_krr,valid,88,target3_delta05_a1e-4_g0p03+target_x3_a1e-4_g0p03+trig_x2_a1e-4_g0p03,adaptive_residual,5,0.5,0.75,cuda,NVIDIA GeForce RTX 2070 SUPER,2.1268634773750956,1.5974012652149745,4.5583809701629585,5.635548365702563,9.34020558643313,0.6136363636363636,0.7272727272727273
v1000_only_random,33,cuda_density_aware_local_krr,test,88,target3_delta05_a1e-4_g0p03+target_x3_a1e-4_g0p03+trig_x2_a1e-4_g0p03,adaptive_residual,5,0.5,0.75,cuda,NVIDIA GeForce RTX 2070 SUPER,2.0987289372345383,1.498737469578736,4.43014476914888,5.98495907390312,11.076013179680038,0.6590909090909091,0.75
v1000_only_random,34,cuda_density_aware_local_krr,train,408,trig_x2_a3e-4_g0p05+trig_x2_a1e-4_g0p03+target05_trig2_a3e-4_g0p05+target_x2_a1e-4_g0p07+target_x2_a1e-3_g0p15,adaptive_residual,5,0.5,0.75,cuda,NVIDIA GeForce RTX 2070 SUPER,1.162860256127192,0.9321928465449081,2.3007161881284355,2.8018472898932534,5.9391369929917115,0.8578431372549019,0.9264705882352942
v1000_only_random,34,cuda_density_aware_local_krr,valid,88,trig_x2_a3e-4_g0p05+trig_x2_a1e-4_g0p03+target05_trig2_a3e-4_g0p05+target_x2_a1e-4_g0p07+target_x2_a1e-3_g0p15,adaptive_residual,5,0.5,0.75,cuda,NVIDIA GeForce RTX 2070 SUPER,1.8770291754229953,1.5724512383353828,3.428190182601371,4.7358999391494665,5.872348735518442,0.6136363636363636,0.7045454545454546
v1000_only_random,34,cuda_density_aware_local_krr,test,88,trig_x2_a3e-4_g0p05+trig_x2_a1e-4_g0p03+target05_trig2_a3e-4_g0p05+target_x2_a1e-4_g0p07+target_x2_a1e-3_g0p15,adaptive_residual,5,0.5,0.75,cuda,NVIDIA GeForce RTX 2070 SUPER,2.1231429710929888,1.6808291078970403,4.299474606314765,5.389702228851049,9.99875087340008,0.6363636363636364,0.7613636363636364
v1000_only_random,35,cuda_density_aware_local_krr,train,408,target3_delta05_a1e-4_g0p03+target3_delta05_a3e-4_g0p03+trig_x2_a1e-4_g0p03+target05_trig2_a3e-4_g0p05+target_x2_a1e-3_g0p15,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.2504018119958145,1.0533640009736076,2.391564676180804,2.9856833121721067,5.112440391453719,0.8455882352941176,0.9191176470588235
v1000_only_random,35,cuda_density_aware_local_krr,valid,88,target3_delta05_a1e-4_g0p03+target3_delta05_a3e-4_g0p03+trig_x2_a1e-4_g0p03+target05_trig2_a3e-4_g0p05+target_x2_a1e-3_g0p15,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.9421601172829364,1.498245402506882,3.538024976595592,4.166927775903893,11.577251955144789,0.6136363636363636,0.7386363636363636
v1000_only_random,35,cuda_density_aware_local_krr,test,88,target3_delta05_a1e-4_g0p03+target3_delta05_a3e-4_g0p03+trig_x2_a1e-4_g0p03+target05_trig2_a3e-4_g0p05+target_x2_a1e-3_g0p15,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,2.0456108122191754,1.6167522800266965,4.179745182783014,5.249112918559421,6.238459599891463,0.625,0.7272727272727273
v1000_only_random,36,cuda_density_aware_local_krr,train,408,target3_delta05_a1e-4_g0p03+target_x3_a1e-4_g0p03+target_x2_a1e-3_g0p15,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.202092983123198,0.9751461885185684,2.3975650948615024,3.0914754830478097,5.034559313008087,0.8382352941176471,0.9117647058823529
v1000_only_random,36,cuda_density_aware_local_krr,valid,88,target3_delta05_a1e-4_g0p03+target_x3_a1e-4_g0p03+target_x2_a1e-3_g0p15,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.6369583058429493,1.4864406377417085,2.801784552599258,3.497434220479206,7.117510484267787,0.7613636363636364,0.8522727272727273
v1000_only_random,36,cuda_density_aware_local_krr,test,88,target3_delta05_a1e-4_g0p03+target_x3_a1e-4_g0p03+target_x2_a1e-3_g0p15,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,2.1577711221462597,1.4618888546598332,4.75801510672862,5.783741894247262,11.41432190351269,0.5909090909090909,0.7272727272727273
v1000_only_random,37,cuda_density_aware_local_krr,train,408,target3_delta05_a1e-4_g0p03+target3_delta05_a3e-4_g0p03+trig_x2_a1e-4_g0p03,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.394827462058459,1.1297249155489553,2.671195238798382,3.208081874187735,7.071812172311121,0.7941176470588235,0.8799019607843137
v1000_only_random,37,cuda_density_aware_local_krr,valid,88,target3_delta05_a1e-4_g0p03+target3_delta05_a3e-4_g0p03+trig_x2_a1e-4_g0p03,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.9291400964535002,1.58232716042138,3.55872912626903,5.215467677312931,7.316973186456652,0.7045454545454546,0.8181818181818182
v1000_only_random,37,cuda_density_aware_local_krr,test,88,target3_delta05_a1e-4_g0p03+target3_delta05_a3e-4_g0p03+trig_x2_a1e-4_g0p03,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.9406195937327722,1.5844725510128188,4.227399325320727,5.410316879182033,6.759074238095955,0.625,0.75
v1000_only_random,38,cuda_density_aware_local_krr,train,408,target3_delta05_a3e-4_g0p03+trig_x2_a1e-4_g0p03+target_x2_a1e-4_g0p07,adaptive_residual,5,0.5,0.5,cuda,NVIDIA GeForce RTX 2070 SUPER,1.2530109645036236,1.0129978976798057,2.565143271812671,3.1052439712021287,5.375243104239255,0.8259803921568627,0.8872549019607843
v1000_only_random,38,cuda_density_aware_local_krr,valid,88,target3_delta05_a3e-4_g0p03+trig_x2_a1e-4_g0p03+target_x2_a1e-4_g0p07,adaptive_residual,5,0.5,0.5,cuda,NVIDIA GeForce RTX 2070 SUPER,1.7416706130973836,1.4199336749549414,3.4259972752486636,4.143922809578941,5.5337310352361415,0.6931818181818182,0.75
v1000_only_random,38,cuda_density_aware_local_krr,test,88,target3_delta05_a3e-4_g0p03+trig_x2_a1e-4_g0p03+target_x2_a1e-4_g0p07,adaptive_residual,5,0.5,0.5,cuda,NVIDIA GeForce RTX 2070 SUPER,2.2075514877612004,1.8165315211074455,4.302423345487266,5.4237974456501625,9.725919227805486,0.6022727272727273,0.6931818181818182
v1000_only_random,39,cuda_density_aware_local_krr,train,408,target3_delta05_a1e-4_g0p03+target05_trig2_a3e-4_g0p05,adaptive_residual,40,3.0,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.3122133726721537,1.0495041123020072,2.6590829667741698,3.3191499610690145,5.10948365879789,0.8137254901960784,0.8799019607843137
v1000_only_random,39,cuda_density_aware_local_krr,valid,88,target3_delta05_a1e-4_g0p03+target05_trig2_a3e-4_g0p05,adaptive_residual,40,3.0,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.9609388803118977,1.409920466031949,4.221003048964222,4.852019156708679,7.029768350181198,0.6704545454545454,0.7386363636363636
v1000_only_random,39,cuda_density_aware_local_krr,test,88,target3_delta05_a1e-4_g0p03+target05_trig2_a3e-4_g0p05,adaptive_residual,40,3.0,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.8507448485144038,1.3271482161474064,3.9211798274412217,4.5289901972690245,6.856097016341888,0.6818181818181818,0.7386363636363636
v1000_only_random,40,cuda_density_aware_local_krr,train,408,target3_delta05_a3e-4_g0p03+trig_x2_a1e-4_g0p03,adaptive_residual,5,0.5,0.75,cuda,NVIDIA GeForce RTX 2070 SUPER,1.4222222287949666,1.1295949373416094,2.7395383036744057,3.515391025497087,5.856574987904745,0.7818627450980392,0.8627450980392157
v1000_only_random,40,cuda_density_aware_local_krr,valid,88,target3_delta05_a3e-4_g0p03+trig_x2_a1e-4_g0p03,adaptive_residual,5,0.5,0.75,cuda,NVIDIA GeForce RTX 2070 SUPER,2.106817082268618,1.699757273806695,3.845873005306942,4.647566575155024,8.416393218690036,0.6022727272727273,0.7386363636363636
v1000_only_random,40,cuda_density_aware_local_krr,test,88,target3_delta05_a3e-4_g0p03+trig_x2_a1e-4_g0p03,adaptive_residual,5,0.5,0.75,cuda,NVIDIA GeForce RTX 2070 SUPER,2.0087410576318137,1.4695175976114172,3.6269295251573097,4.386075276907835,13.207604100002763,0.625,0.7272727272727273
v1000_only_random,41,cuda_density_aware_local_krr,train,408,target3_delta05_a1e-4_g0p03+target3_delta05_a3e-4_g0p03+target_x3_a1e-4_g0p03+target_x2_a1e-3_g0p15,adaptive_residual,20,3.0,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.257565794851499,1.018793899432076,2.420504119240992,2.916914969263228,7.325371733599705,0.8357843137254902,0.9068627450980392
v1000_only_random,41,cuda_density_aware_local_krr,valid,88,target3_delta05_a1e-4_g0p03+target3_delta05_a3e-4_g0p03+target_x3_a1e-4_g0p03+target_x2_a1e-3_g0p15,adaptive_residual,20,3.0,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.7502870111299094,1.482728867416927,3.1127106955728205,4.202751701392952,8.136029868730184,0.6704545454545454,0.7954545454545454
v1000_only_random,41,cuda_density_aware_local_krr,test,88,target3_delta05_a1e-4_g0p03+target3_delta05_a3e-4_g0p03+target_x3_a1e-4_g0p03+target_x2_a1e-3_g0p15,adaptive_residual,20,3.0,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,2.150916919081172,1.6921808127332278,4.486581010621946,5.36145759208695,6.775367578596949,0.5681818181818182,0.7386363636363636
v1000_only_random,42,cuda_density_aware_local_krr,train,408,target3_delta05_a1e-4_g0p03+target3_delta05_a3e-4_g0p03+trig_x2_a1e-4_g0p03,adaptive_residual,5,0.5,0.75,cuda,NVIDIA GeForce RTX 2070 SUPER,1.3946300354350238,1.1358062264326543,2.6748807067777824,3.286172666907519,6.153656573418492,0.7818627450980392,0.8799019607843137
v1000_only_random,42,cuda_density_aware_local_krr,valid,88,target3_delta05_a1e-4_g0p03+target3_delta05_a3e-4_g0p03+trig_x2_a1e-4_g0p03,adaptive_residual,5,0.5,0.75,cuda,NVIDIA GeForce RTX 2070 SUPER,1.8925956979534198,1.3751526799596672,3.4594627103793627,4.313805960050239,10.762818434224323,0.7159090909090909,0.7954545454545454
v1000_only_random,42,cuda_density_aware_local_krr,test,88,target3_delta05_a1e-4_g0p03+target3_delta05_a3e-4_g0p03+trig_x2_a1e-4_g0p03,adaptive_residual,5,0.5,0.75,cuda,NVIDIA GeForce RTX 2070 SUPER,2.0942735927072245,1.757075150125732,4.186469740742578,5.392084173049982,6.477551769255785,0.5909090909090909,0.7272727272727273
v1000_only_random,43,cuda_density_aware_local_krr,train,408,target3_delta05_a1e-4_g0p03+trig_x2_a1e-4_g0p03+target_x2_a1e-4_g0p07+target_x2_a1e-3_g0p15,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.1715618444974545,0.9700451128172696,2.379010279579672,2.93364432725767,4.796024237858348,0.8553921568627451,0.9191176470588235
v1000_only_random,43,cuda_density_aware_local_krr,valid,88,target3_delta05_a1e-4_g0p03+trig_x2_a1e-4_g0p03+target_x2_a1e-4_g0p07+target_x2_a1e-3_g0p15,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,2.218861133328326,1.5355153539048145,5.094358261801462,6.054213652227393,8.711634748051422,0.6477272727272727,0.7272727272727273
v1000_only_random,43,cuda_density_aware_local_krr,test,88,target3_delta05_a1e-4_g0p03+trig_x2_a1e-4_g0p03+target_x2_a1e-4_g0p07+target_x2_a1e-3_g0p15,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.8396552658194367,1.5131211269314644,3.4883813557766103,4.13261904065715,7.0181333454924495,0.6931818181818182,0.7613636363636364
v1000_only_random,44,cuda_density_aware_local_krr,train,408,target_x3_a1e-4_g0p03+trig_x2_a1e-4_g0p03+target05_trig2_a3e-4_g0p05+target_x2_a1e-4_g0p07,adaptive_residual,5,0.5,0.25,cuda,NVIDIA GeForce RTX 2070 SUPER,1.2415083611612492,1.0130713382790195,2.4995643309962166,3.0769868626866477,5.738612844224151,0.8333333333333334,0.8995098039215687
v1000_only_random,44,cuda_density_aware_local_krr,valid,88,target_x3_a1e-4_g0p03+trig_x2_a1e-4_g0p03+target05_trig2_a3e-4_g0p05+target_x2_a1e-4_g0p07,adaptive_residual,5,0.5,0.25,cuda,NVIDIA GeForce RTX 2070 SUPER,1.9276789884583714,1.321816145044144,3.933345330060727,5.125190184620014,8.165843554029792,0.6818181818181818,0.7159090909090909
v1000_only_random,44,cuda_density_aware_local_krr,test,88,target_x3_a1e-4_g0p03+trig_x2_a1e-4_g0p03+target05_trig2_a3e-4_g0p05+target_x2_a1e-4_g0p07,adaptive_residual,5,0.5,0.25,cuda,NVIDIA GeForce RTX 2070 SUPER,2.032197018639944,1.9468745212518512,4.082619001078065,5.264599586765458,5.695018459113943,0.5227272727272727,0.6818181818181818
v1000_only_random,45,cuda_density_aware_local_krr,train,408,target3_delta05_a1e-4_g0p03+trig_x2_a1e-4_g0p03+target_x2_a1e-4_g0p07,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.232175302168819,0.9665102240716943,2.550521552856387,3.119122575410871,7.018221214367333,0.8357843137254902,0.8970588235294118
v1000_only_random,45,cuda_density_aware_local_krr,valid,88,target3_delta05_a1e-4_g0p03+trig_x2_a1e-4_g0p03+target_x2_a1e-4_g0p07,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.9477660717677046,1.5229310490354764,3.902088220816501,4.984135735005631,6.671959932866295,0.6136363636363636,0.75
v1000_only_random,45,cuda_density_aware_local_krr,test,88,target3_delta05_a1e-4_g0p03+trig_x2_a1e-4_g0p03+target_x2_a1e-4_g0p07,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,2.1265204742097485,1.4798220579777808,4.7604888714327,5.6917227195140505,8.154751702249238,0.6363636363636364,0.7386363636363636
v1000_only_random,46,cuda_density_aware_local_krr,train,408,target3_delta05_a3e-4_g0p03+trig_x2_a1e-4_g0p03,adaptive_residual,5,0.5,1.0,cuda,NVIDIA GeForce RTX 2070 SUPER,1.4643589373312615,1.1779316641247806,2.986455116044193,3.5580433735260177,6.754220964689056,0.7745098039215687,0.8504901960784313
