source_group,source_session,session_id,target_id,planned_order_index,timestamp_utc,settle_time_s,settle_start_s,settle_end_s,sample_count,q1_cmd_deg,q2_cmd_deg,q1_encoder_deg,q2_encoder_deg,p_target_x_mm,p_target_y_mm,p_target_z_mm,p_vive_x_mm,p_vive_y_mm,p_vive_z_mm,p_tracker_vertical_home_x_mm,p_tracker_vertical_home_y_mm,p_tracker_vertical_home_z_mm,p_tracker_axis_mapped_x_mm,p_tracker_axis_mapped_y_mm,p_tracker_axis_mapped_z_mm,target_label_residual_x_mm,target_label_residual_y_mm,target_label_residual_z_mm,target_label_residual_norm_mm,quality_flags,settling_pass,settling_wait_sec,settling_position_std_mm,settling_velocity_rms_mm_s,settling_peak_to_peak_mm,tracker_valid_ratio,label_tracker_valid,label_tracker_occluded
test-260524-1,rigid2_20260523_140957Z_v1000_1000t,rigid2_20260523_140957Z_v1000_1000t,T866,484,2026-05-23T15:56:41.277520+00:00,6403.4689855999895,6402.474148900015,6403.4689855999895,33,27.373497132071634,8.852068971185334,92.5,86.3,-36.76475766332155,136.29374765441386,46.16515506597034,-10.539126729631754,8.207016766488117,38.639425842356346,-8.207016766488126,-10.539126729631754,38.639425842356346,-10.539126729631754,8.207016766488126,38.639425842356346,26.225630933689793,-128.08673088792574,-7.525729223613993,130.9604174847239,ok,true,1.2749443000066094,0.32589067729791854,4.989308765155662,1.139036143747902,1.0,true,False
test-260524-1,rigid2_20260523_140957Z_v1000_1000t,rigid2_20260523_140957Z_v1000_1000t,T291,485,2026-05-23T15:56:44.243260+00:00,6406.434699999983,6405.435926700011,6406.434699999983,33,30.669395569571634,6.860502644913913,94.6,85.4,-43.8101116129404,151.9293958029181,35.835733272617574,-9.581375816763138,12.582935111505984,32.07586711936903,-12.582935111505993,-9.581375816763138,32.07586711936903,-9.581375816763138,12.582935111505993,32.07586711936903,34.22873579617726,-139.34646069141212,-3.759866153248545,143.53807527941188,ok,true,1.27747469994938,0.12551907086304054,3.5183177563168924,0.4923551124783418,1.0,true,False
test-260524-1,rigid2_20260523_140957Z_v1000_1000t,rigid2_20260523_140957Z_v1000_1000t,T767,486,2026-05-23T15:56:47.207326+00:00,6409.398810899991,6408.400969600014,6409.398810899991,33,30.570518616446634,3.3244563105137015,94.6,83.2,-42.13352917160962,152.32276905993632,17.397047117950592,-7.729996848495408,13.515322441821317,16.69661165117389,-13.515322441821324,-7.729996848495408,16.696611651173892,-7.729996848495408,13.515322441821324,16.696611651173892,34.403532323114206,-138.807446618115,-0.7004354667767032,143.00909370662944,ok,true,1.2751426000031643,0.49619937373662704,4.617015291782959,1.7296105851219568,1.0,true,False
test-260524-1,rigid2_20260523_140957Z_v1000_1000t,rigid2_20260523_140957Z_v1000_1000t,T335,487,2026-05-23T15:56:50.142629+00:00,6412.334022200026,6411.365654999972,6412.334022200026,32,32.976524475821634,0.3167847157364623,95.6,81.3,-48.33575166566717,163.2861136656909,1.6586724421510877,-7.233130215452263,15.745401439758435,0.7368777233821191,-15.745401439758439,-7.233130215452263,0.736877723382122,-7.233130215452263,15.745401439758439,0.736877723382122,41.102621450214905,-147.54071222593245,-0.9217947187689686,153.16179993627208,ok,true,1.2802811000146903,0.42281406323177545,6.055521306734374,1.6875140106353967,1.0,true,False
test-260524-1,rigid2_20260523_140957Z_v1000_1000t,rigid2_20260523_140957Z_v1000_1000t,T020,488,2026-05-23T15:56:53.299883+00:00,6415.491337499989,6414.496018000005,6415.491337499989,33,27.109825257071634,0.43871734795717376,93.3,81.8,-32.96742634863242,136.70525943834116,2.2970962153986894,-6.929699732707093,12.834799956608473,4.120172487272299,-12.834799956608476,-6.929699732707093,4.120172487272302,-6.929699732707093,12.834799956608476,4.120172487272302,26.03772661592533,-123.87045948173268,1.8230762718736098,126.59059027682237,ok,true,1.2742851999937557,0.4100823131505288,4.541253436061173,1.387546856451231,1.0,true,False
test-260524-1,rigid2_20260523_140957Z_v1000_1000t,rigid2_20260523_140957Z_v1000_1000t,T874,489,2026-05-23T15:56:56.265992+00:00,6418.457374399994,6417.459911299986,6418.457374399994,33,23.748008850821634,1.7799763023848447,91.5,81.8,-25.5348572898384,120.75616839455547,9.318435048675907,-7.025429307719762,11.068664661376339,3.7392337839087073,-11.06866466137634,-7.025429307719762,3.7392337839087095,-7.025429307719762,11.06866466137634,3.7392337839087095,18.509427982118638,-109.68750373317914,-5.5792012647672,111.3780718372975,ok,true,1.2754257000051439,0.1462730937633356,4.803768720171072,0.611048660992744,1.0,true,False
test-260524-1,rigid2_20260523_140957Z_v1000_1000t,rigid2_20260523_140957Z_v1000_1000t,T489,490,2026-05-23T15:58:29.220477+00:00,6511.411887300026,6510.441497699998,6511.411887300026,32,25.330040100821634,4.70635947568161,91.8,83.7,-29.75675688905355,127.91678621766994,24.614738605576054,-7.2205350089531635,9.426241797896518,17.142098798201687,-9.426241797896523,-7.2205350089531635,17.142098798201687,-7.2205350089531635,9.426241797896523,17.142098798201687,22.536221880100385,-118.49054441977341,-7.472639807374367,120.84589674132162,ok,true,1.28100210003322,0.2454941292973351,6.064267710927827,0.865615952267693,1.0,true,False
test-260524-1,rigid2_20260523_140957Z_v1000_1000t,rigid2_20260523_140957Z_v1000_1000t,T137,491,2026-05-23T15:58:32.255987+00:00,6514.447370400012,6513.448481100029,6514.447370400012,33,23.879844788321634,8.974001603406045,91.5,85.9,-29.038951817703552,119.95939175100898,46.79588335184186,-9.021786640296167,6.633904791656335,32.80084744477889,-6.633904791656343,-9.021786640296167,32.80084744477889,-9.021786640296167,6.633904791656343,32.80084744477889,20.017165177407385,-113.32548695935265,-13.99503590706297,115.9276236552531,ok,true,1.2721077000023797,0.19736243368937975,5.782205985240465,0.8189781116870596,1.0,true,False
test-260524-1,rigid2_20260523_140957Z_v1000_1000t,rigid2_20260523_140957Z_v1000_1000t,T659,492,2026-05-23T15:58:35.224328+00:00,6517.415768800012,6516.421249000006,6517.415768800012,33,20.287315491446634,6.006974219369043,89.5,85.3,-20.15534910435357,103.44725421666172,31.394855631569982,-8.865787738408793,3.989556466504951,29.328049646390955,-3.9895564665049577,-8.865787738408793,29.328049646390955,-8.865787738408793,3.9895564665049577,29.328049646390955,11.289561365944776,-99.45769775015677,-2.066805985179027,100.11772832309643,ok,true,1.2739227999700233,0.1815426056589958,4.80889876556118,0.6421979521964468,1.0,true,False
test-260524-1,rigid2_20260523_140957Z_v1000_1000t,rigid2_20260523_140957Z_v1000_1000t,T498,493,2026-05-23T15:58:38.222621+00:00,6520.414121899987,6519.416558899975,6520.414121899987,33,19.133751038321634,9.705597396730248,88.5,87.0,-20.62988807907007,96.92491361419086,50.57570252768339,-10.53408020304077,-0.022688653919263183,40.438189261998936,0.022688653919255394,-10.53408020304077,40.438189261998936,-10.53408020304077,-0.022688653919255394,40.438189261998936,10.095807876029301,-96.94760226811012,-10.137513265684454,97.99761271284773,ok,true,1.275009199976921,0.30261840555099423,5.2557560461037385,1.2313256757076696,1.0,true,False
test-260524-1,rigid2_20260523_140957Z_v1000_1000t,rigid2_20260523_140957Z_v1000_1000t,T058,494,2026-05-23T15:58:41.243385+00:00,6523.434801199997,6522.460263399989,6523.434801199997,32,15.145713928946636,6.7385700126932235,86.4,85.4,-12.421104098914393,77.84094608835949,35.20178609647045,-9.108876279340336,-0.7487320699370966,28.726481302426464,0.7487320699370912,-9.108876279340336,28.726481302426464,-9.108876279340336,-0.7487320699370912,28.726481302426464,3.3122278195740567,-78.58967815829658,-6.475304794043986,78.92552146377729,ok,true,1.283698600018397,0.15560140267912626,3.779099910272476,0.5647197528366321,1.0,true,False
