seed,split,model_name,device_used,cuda_device_name,alpha,gamma,k,bandwidth_scale,shrink,mean_3d_error_mm,median_3d_error_mm,p90_3d_error_mm,p95_3d_error_mm,max_3d_error_mm,pass_2mm_rate,pass_2p5mm_rate
14,valid,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,0.6983788908428734,0.5146319695124907,1.272952103885485,1.6691953464179818,10.449092275838183,0.9653333333333334,0.9746666666666667
14,test,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,0.6868090869921917,0.5356842880659374,1.3311553819597643,1.6692894596055858,5.455316171960323,0.9693333333333334,0.9893333333333333
15,train,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,1.0807164733934187,0.8455239436972986,1.966264699222714,2.5748375747210788,9.968735002085246,0.906,0.9468571428571428
15,valid,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,0.6847077327057045,0.5166536984435073,1.309665138252212,1.8567242808677291,6.846588778606373,0.96,0.9813333333333333
15,test,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,0.7208468210106758,0.5172686641146194,1.3745348007519973,1.9103843817762851,7.349841023696879,0.9573333333333334,0.9693333333333334
16,train,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,1.084581228083905,0.8511770775683609,1.9741545043010975,2.570634308391997,9.661792257461794,0.9037142857142857,0.9468571428571428
16,valid,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,0.708866637564119,0.5156033623615189,1.3490641960053784,1.788896628438041,7.85587428036748,0.9666666666666667,0.9786666666666667
16,test,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,0.6951228956445337,0.5137589221858099,1.3357313347836948,1.733785026506785,10.63140991780431,0.964,0.9786666666666667
17,train,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,1.085874853579646,0.8576635041941643,1.9906251714105585,2.594780657604784,9.609423680129566,0.9014285714285715,0.9445714285714286
17,valid,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,0.6895224897688754,0.5038367153069776,1.2864992506188329,1.7714828418415844,7.288066867607497,0.9613333333333334,0.9746666666666667
17,test,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,0.7027357734179899,0.5058386864917592,1.3770133887426228,1.7472236181079999,9.842121063213082,0.968,0.9773333333333334
18,train,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,1.0654381133334876,0.8485802533134379,1.9100289396995127,2.5042805927399905,10.672363732327241,0.9088571428571428,0.9494285714285714
18,valid,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,0.7546110900005103,0.5401081346594929,1.4555420746794414,1.852422248722372,8.106948292826704,0.956,0.9666666666666667
18,test,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,0.6989877211391364,0.5082971475739608,1.3792264505292666,1.7436485290860155,7.086736099140308,0.9653333333333334,0.9746666666666667
19,train,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,1.088164314369102,0.8584047403329222,1.9757082414928882,2.6001817347954876,10.07685745639449,0.9037142857142857,0.9445714285714286
19,valid,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,0.7055354081159791,0.5011434672883748,1.365150375891978,1.909206133901143,6.466320938248147,0.9506666666666667,0.9706666666666667
19,test,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,0.7120641484278069,0.540242687948704,1.2969265817469315,1.7948906831681426,8.533231162367576,0.9653333333333334,0.9786666666666667
20,train,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,1.0827608216740494,0.8481838717852037,1.9993019854629908,2.528929671227474,9.660739352903576,0.9,0.9482857142857143
20,valid,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,0.695063780385367,0.5198468098821669,1.2020462260154952,1.7620045173302858,9.632780568130478,0.96,0.98
20,test,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,0.7057398787975104,0.5221265244838549,1.3212253654339023,1.7261211448543405,7.988610835768097,0.9666666666666667,0.9786666666666667
21,train,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,1.0704302091446842,0.840942293439028,1.9219209444977987,2.5780499162659534,10.002751072388591,0.9102857142857143,0.9462857142857143
21,valid,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,0.6964984238137512,0.5116803830277423,1.3347616113206258,1.887849238824129,6.808432350695731,0.9613333333333334,0.984
21,test,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,0.743319969560686,0.5328121238049814,1.5590997041833037,1.995731087082387,6.462919544436753,0.952,0.972
22,train,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,1.0842271024710157,0.8606809094444904,1.933439425752895,2.5211207253285504,9.636196977662472,0.9065714285714286,0.9477142857142857
22,valid,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,0.7017667993188668,0.5032771366721116,1.3258837521609466,1.7180977700196922,7.246857595640708,0.9626666666666667,0.976
22,test,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,0.6667616764278806,0.5070596018323388,1.20538347037939,1.7096712561897185,5.47442437006576,0.9626666666666667,0.976
23,train,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,1.0843632336852633,0.854349808634305,1.9930453852093735,2.5791448563748087,9.318036880658854,0.9008571428571429,0.9448571428571428
23,valid,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,0.7169247630069306,0.5285745687261161,1.282112498359723,1.9087169934172872,7.187095680880456,0.9546666666666667,0.968
23,test,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,0.7126424945014893,0.5083568291071017,1.3982624370656347,1.8822029642671605,5.169030416360696,0.9546666666666667,0.9746666666666667
24,train,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,1.0808888582243883,0.8461019056921582,2.0162493564273607,2.5777617877728396,10.021625247008359,0.898,0.9465714285714286
24,valid,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,0.691660719834838,0.5030412252825235,1.268612810202029,1.6186697099586447,10.72476371160727,0.9693333333333334,0.9813333333333333
24,test,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,0.7060761252586344,0.5181249576031262,1.3155072671055903,1.830642983809878,7.93815608935753,0.9666666666666667,0.9773333333333334
25,train,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,1.0831448784290518,0.8626387498143275,1.9612179183480685,2.504488294672584,9.696472133294721,0.9057142857142857,0.9497142857142857
25,valid,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,0.7348259636580966,0.5081154267419639,1.3861625584873205,1.9443634420430898,7.995123835255542,0.9506666666666667,0.9693333333333334
25,test,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,0.6975359114378745,0.4996716378979734,1.3114504798052802,1.7374011829469425,7.035112230065445,0.9653333333333334,0.976
26,train,density_aware_local_krr,cuda,NVIDIA GeForce RTX 2070 SUPER,0.003,0.1,20,0.75,1.0,1.09025764682626,0.8621179698583321,1.9736304410163097,2.5829154529729483,10.359823842265193,0.9037142857142857,0.9451428571428572
